title,desc,date,link
国务院：2014年实现重大事故调查报告全面公开,...青表示，消费者不是专家，除非食品臭了，一般很难发现质量问题。他建议，各级有关部门，要不惜一切代价管住假冒伪劣食品的生产源头。产品不可能从空中落下来，必须是落地生产。要查总是查得到的。只要各个部门守土有责，就能够管住生产环节。一旦查获假冒伪劣的生产者，就应该让他倾家荡产，而不是仅仅上“黑名单”。环境保护推进环境保护信息公开。扩大公开细颗粒物（PM2.5）、...,2013-07-11 06:26,http://www.njdaily.cn/2013/0711/490930.shtml
广州女子在唯品会网购名牌裙子 收到带血旧衣,...消费者投诉不断。对此，广东环宇京茂律师事务所律师马平川认为：“如果唯品会宣称100%正品，消费者买到的却是假冒伪劣商品，唯品会就涉嫌虚假宣传；如果假冒伪劣商品销售超过一定数额，就涉嫌欺诈。”据马平川介绍，对于涉嫌欺诈的，有关部门可以给予最高吊销营业执照的行政处罚。,2013-07-12 15:20,http://www.njdaily.cn/2013/0712/494920.shtml
取消酒店一次性用品为何落空？,...。笔者住过从招待所到五星级等各种类型的宾馆酒店，对一次性用品印象深刻，越是档次低的宾馆使用的一次性用品越是质量差，假冒伪劣一次性用品基本上侵占了低端住宿市场，执法部门应该从这一点抓起，对制造假冒伪劣一次性用品窝点先强制取缔，铲除其生存土壤，通过有形的手调控无形的市场，先行净化一次性用品市场。相对于高星级酒店，低端酒店正是一次性用品浪费最厉害的地方，也是...,2013-07-17 16:13,http://www.njdaily.cn/2013/0717/503087.shtml
取消酒店一次性用品为何落空？,...　笔者住过从招待所到五星级等各种类型的宾馆酒店，对一次性用品印象深刻，越是档次低的宾馆使用的一次性用品越是质量差，假冒伪劣一次性用品基本上侵占了低端住宿市场，执法部门应该从这一点抓起，对制造假冒伪劣一次性用品窝点先强制取缔，铲除其生存土壤，通过有形的手调控无形的市场，先行净化一次性用品市场。相对于高星级酒店，低端酒店正是一次性用品浪费最厉害的地方，也是劣质...,2013-07-17 16:48,http://house.njdaily.cn/2013/0717/503219.shtml
绍兴消防演习“弄巧成拙”　灭火器吹出面粉,...石灰粉、面粉。在扑救火灾时，这样的灭火器不但灭不了火，反而会由于空气流动，起到助燃作用，从而加大火势。如何避免买到假冒伪劣的消防产品？消防部门支招：首先用眼看。假冒伪劣产品的外观标识往往模糊粗糙，如商标铸造模糊不清、接口上无规格型号标志、消防水带不标“消防”字样等。再去网上查询。可登录“中国消防产品合格评定中心网”(www.cccf.com.cn)，核对所...,2013-07-24 16:06,http://www.njdaily.cn/2013/0724/516797.shtml
揭秘中国家居行业三大“山寨”现象,“山寨”一词来源于民间的IT行业，它主要是通过盗用模仿名牌，低价售卖假冒伪劣产品。各行各业‘山寨“之风都很盛行。橱柜等家居行业也卷入其中。橱柜行业的山寨表现形式有哪些呢?接下来我们...近期大批家居企业被媒体曝出“傍名牌”，甚至直接伪造品牌洋背景。更有甚者，有些企业竟直接挂用品牌商标，售卖假冒伪劣产品。如2000年进入家具行业，原名“雅居”的一家橱柜企业从2010年更名为“博西尼”，不问可知，其目的...,2013-07-25 16:05,http://house.njdaily.cn/2013/0725/518427.shtml
国家食品药品监督管理总局约谈全国17个中药材专业市场,...专业市场所在地政府负责人参加。 近期，总局对部分中药材专业市场进行了明察暗访，发现中药材专业市场及其周边存在假冒伪劣、掺杂使假、违规经营、非法加工等现象，个别地方还比较严重。7月17日，总局在全国部署了...，成为中药产业链的重要环节。上世纪90年代，各地涌现了大量的中药材市场，参差不齐、管理不严，假冒伪劣滋生蔓延，群众深受其害。为此，在国务院领导下开展了中药材市场整顿工作，下决心关闭了近百个条件达...,2013-07-30 14:18,http://www.njdaily.cn/2013/0730/526052.shtml
山寨家居企业傍名牌侵害名牌企业权益 误导消费者,...名牌侵害名牌企业权益 误导消费者其实“山寨”一词来源于民间的IT行业，它主要是通过盗用模仿名牌，低价售卖假冒伪劣产品。各行各业山寨之风都很盛行。橱柜等家居行业也卷入其中，家居行业的山寨表现形式有哪些...企业被媒体曝出“傍名牌”，甚至直接伪造品牌洋背景，更有甚者，有些企业竟直接挂用品牌商标，售卖假冒伪劣产品。山寨家居企业傍名牌侵害名牌企业权益例如2000年进入家具行业，原名“雅居”的一家橱柜企业从...,2013-07-30 16:46,http://house.njdaily.cn/2013/0730/526734.shtml
南京市民微信上买个“高仿”名牌包 一用就坏了,市民通过微信“摇一摇”想“捡便宜”买名品，结果被卖家利用而上当     把你们假冒伪劣一网打尽！张 叶 绘 最近，有市民通过智能手机上的微信软件摇一摇功能，“摇”到了一个专门推销奢侈品牌的账号...奥、LV、古驰公司鉴别真假，对方很快发来鉴定结果：这些样品假冒商标，冒用产地名称，属于侵权行为，均为假冒伪劣产品。民警也很快掌握，这对情侣也只是“下线”，他们的货是从一个网店里买来，然后再加价卖出。民警...,2013-08-02 11:34,http://www.njdaily.cn/2013/0802/530911.shtml
八部门将联手整顿中药材产业,...荷花池、广州清平、广西玉林等地中药材专业市场暗访时发现，在市场及其周边地区，中药材染色增重、假冒伪劣、掺杂使假、违规经营、非法加工饮片、滥用农药导致药材变异等现象泛滥，个别地方情况尤其严重。“我们在...到中医、中药医疗机构的生存。据介绍，上世纪90年代，各地涌现了大量中药材市场，管理水平参差不齐，假冒伪劣滋生蔓延。为此，国务院开展了中药材市场整顿工作，关闭了近百个条件达不到标准的市场，至今只...,2013-08-02 12:35,http://www.njdaily.cn/2013/0802/530982.shtml
陕西烟花爆竹生产经营企业全部停产整顿,...、到人；各项安全监管制度、操作规程是否完善；流向登记管理制度是否落实；是否存在违规超量存放；是否非法生产、销售假冒伪劣产品等。陕西省安全生产委员会办公室的通知要求，对排查中发现的假冒伪劣产品，必须于8月25日前依法予以全部收缴销毁。对排查中发现安全生产条件不完善的企业必须责令于9月10日前恢复完善整改到位。凡是申请整顿提升正在施工的烟花爆竹生产企业，必须...,2013-08-10 12:22,http://www.njdaily.cn/2013/0810/540709.shtml
低价酒“改头换面”成茅台 流入豪华酒店摆宴席,...了副食烟酒店甚至豪华大酒店。昨天（8月20日），武汉市公安局经侦支队通报了这起案例，并表示，今年以来武汉破获侵犯知识产权和制售假冒伪劣商品犯罪407起，逮捕、直诉189人，收缴假冒伪劣商品市值2.54亿元。夫妻俩租住地制假酒今年3月初，经侦支队四大队民警走访工商行政执法部门时，得到举报：“在江汉区常青街地区复兴村内有门点销售假酒。”他们迅速对复兴村一带...,2013-08-22 14:13,http://www.njdaily.cn/2013/0822/555207.shtml
我国汽车零部件市场行情呈上升趋势,"...了明确的、没有弹性的规定。显而易见,对零部件方面的严格规定必然会对行业产生深远影响。当然,这对于以假冒伪劣牟取市场利益者而言无疑是强烈打击，但对质量过硬的企业则是利好，这将有助于零部件上市公司取得订单...就必须符合相关标准,这必然会让相关企业在内部管理、产品技术和质量方面做出提升,一些没有能力的或者以假冒伪劣为主的企业将被淘汰,使产业优化整合，为我们带来健康有序的市场。中国零部件产业仍相当分散，在...",2013-08-26 10:23,http://www.njdaily.cn/2013/0826/558862.shtml
中国拟规定明星代言虚假广告承担连带责任,...民事责任的规定。全国人大法律委有关负责人解释，这意味着广告代言人对虚假广告也应承担民事责任。销售假冒伪劣产品记入信用档案原规定：“经营者向消费者提供商品或者服务，应当依照产品质量法和其他有关法律、法规...恪守社会公德，诚信经营，保障消费者合法权益。”【解读】有常委会委员提出，一些经营者违法经营、制售假冒伪劣商品，进行虚假宣传，很重要的原因就是缺失诚信。为此，二审稿建议增加规定：“经营者向消费者...,2013-08-27 17:28,http://www.njdaily.cn/2013/0827/561426.shtml
汽车零部件容不得半点假 辨别真假零部件10招,...不良驾驶习惯造成的，70％的原因则是由于汽车零配件的质量和装配技术等问题引起的，而其中使用假冒伪劣零配件造成车辆机体损害的情况占据大半。对于一个普通的消费者来说，如何辨别真假零部件，如何才能使用到真的零部件...油泵等，还配有使用说明书、合格证和检验员章，以指导用户正确使用维护。选购时应仔细认清，以防买了假冒伪劣产品。第二招：看几何尺寸有无变形。有些零件因制造、运输、存放不当，易产生变形。检查时...,2013-09-12 10:00,http://www.njdaily.cn/2013/0912/582284.shtml
苏宁举行开放平台联盟大会  江苏首批招商1000家,...一个产品质量有保障、服务有保障、低价有保障的平台，不仅能购买到丰富的商品，还不必担心商户刷信誉、假冒伪劣、服务不规范等种种弊端，更好的享受购物乐趣。3.0模式下，苏宁还将20多年的商业资源社会化共享，...平台精选优选商户，即同商品选择5家最优质的商户，是为了在保证商品丰富度的前提下，消费者无需担心商品假冒伪劣、良莠不齐，更不会因为商品众多而挑花眼，让购物变得简单。”李斌指出。“苏宁摒弃了竞价排名的...,2013-09-16 10:15,http://www.njdaily.cn/2013/0916/586204.shtml
金九银十品类繁多 木门选购需谨慎,...不到半年，表面贴皮直接就磨穿了，露出里层的木渣，堪称木门行业的“豆腐渣产品”。柚木则是假冒伪劣的“重灾区”。据了解，柚木是较为高端的品种，售价也比一般的实木门高，部分不良商家看准这一点，...标志。与此同时，消费者还应该尽量选择正规商场知名品牌、总部就在深圳的直营门店，这样就又多了一道屏障。假冒伪劣产品要防据了解，目前市场上进口强化门多为某一区域或单店经销商代理，消费者可以有重点选择进口品牌的中国...,2013-09-22 15:02,http://house.njdaily.cn/2013/0922/592165.shtml
别让意大利“北京打假办”孤军奋战,...欺骗，却是国外打假机构替我们伸张正义。说起来，恐要羞煞国内管理部门，打击假冒伪劣可是他们的天职啊！意大利“北京打假办”明年重新开张，但愿能得到国内监管部门的鼎力支持，在搜集证据、投诉维权等方面提供帮助和便利，相互沟通和协调；更希望能倒逼国内监管部门果断行动，对假冒伪劣产品零容忍，以维护消费者权益和“中国制造”形象。,2013-09-26 10:40,http://www.njdaily.cn/2013/0926/597843.shtml
田东严查农资经营户违法违规行为,...田东县为做好农业安全生产工作，积极组织有关部门执法人员对农资市场进行集中整治，切实加强农资市场监管，杜绝假冒伪劣农资流入市场，让农民购到放心农资，有效防范农业安全事故发生。据了解，该县通过开展农业综合执法专项行动、打击制售假冒伪劣种子、化肥、农药专项活动等方式对全县所有农资经营企业和经营摊点进行轮回监管，规范农资市场秩序。在检查活动中重点...,2013-10-28 15:47,http://house.njdaily.cn/2013/1028/634512.shtml
李克强：让造假制劣者付出高昂代价,...国务院常务会议 通过关于依法公开制售假冒伪劣商品和侵犯知识产权行政处罚案件信息的意见 决定整合不动产登记职责 据中国政府网消息，国务院总理李克强11月20日主持召开国务院常务会议，通过关于依法公开制售假冒伪劣商品和侵犯知识产权行政处罚案件信息的意见，决定整合不动产登记职责。会议指出，公平竞争是发展市场经济的基本要求。当前我国正处于改革发展和经济转型升级的关键时期，提高产品质量、实施创新驱动...,2013-11-20 19:23,http://www.njdaily.cn/2013/1120/665437.shtml
不动产登记统归国土部 推动信息公开查询,原标题：李克强主持召开国务院常务会议通过关于依法公开制售假冒伪劣商品和侵犯知识产权行政处罚案件信息的意见 决定整合不动产登记职责国务院总理李克强11月20日主持召开国务院常务会议，通过关于依法公开制售假冒伪劣商品和侵犯知识产权行政处罚案件信息的意见，决定整合不动产登记职责。会议指出，公平竞争是发展市场经济的基本要求。当前我国正处于改革发展和经济转型升级的关键时期，提高产品质量、实施创新驱动，...,2013-11-21 11:01,http://house.njdaily.cn/2013/1121/666040.shtml
韩国首尔打击假冒名牌产品 没收超7万件产品,...当局。另一方面，韩国知识财产保护协会去年就消费者对假冒产品的认识进行的调查结果显示，71.8%的应答者认为公然销售假冒伪劣产品是一个社会问题，69.6%的应答者认为应对制造和流通假冒伪劣产品的不法分子进行严惩。(原...,2014-01-07 17:15,http://www.njdaily.cn/2014/0107/720040.shtml
冬季保养要理性 新车两年不需换防冻液,...“无名氏”，成本只需要几元，这种往往会贴适用于某种车型使用。“同种品牌，价格相差很多，这可能就存在假冒伪劣品牌的嫌疑。”相关人士说，现在虽然是价格取胜的市场，但是销售假货本就是违反市场规范的，同时也会...产品良莠不齐，这让消费者无从下手。面对多种多样的品牌，专业人士建议还是购买高端品牌，质量相对有保证，如果使用假冒伪劣的防冻液，会对车辆造成很大的破坏性，小则堵塞管路，大则腐蚀水箱。杭州海川汽配商行...,2014-01-08 15:28,http://www.njdaily.cn/2014/0108/721164.shtml
最高法：知假买假行为将不影响维权,...探索的过程中。”最高法院民事审判第一庭庭长张勇健说，“职业打假本身是一把‘双刃剑’，一方面能够对假冒伪劣行为起到制约、遏制作用，但也可能产生一些道德风险或者市场秩序上的问题。”>解读>>案例·知假...食品、药品安全事关民生，既是当前社会关注的热点问题，也是人民群众反映强烈的问题。近年来，制售假冒伪劣食品、药品的活动十分猖獗，涉及“毒奶粉”、“瘦肉精”、“假肉食”、“地沟油”、“苏丹红”、“毒大米”...,2014-01-10 06:14,http://www.njdaily.cn/2014/0110/722534.shtml
汽车保养要理性 新车防冻液2-3年更换一次 ,...“无名氏”，成本只需要几元，这种往往会贴适用于某种车型使用。“同种品牌，价格相差很多，这可能就存在假冒伪劣品牌的嫌疑。”相关人士说，现在虽然是价格取胜的市场，但是销售假货本就是违反市场规范的，同时也会...产品良莠不齐，这让消费者无从下手。面对多种多样的品牌，专业人士建议还是购买高端品牌，质量相对有保证，如果使用假冒伪劣的防冻液，会对车辆造成很大的破坏性，小则堵塞管路，大则腐蚀水箱。汽配商行的王老板...,2014-01-13 09:00,http://www.njdaily.cn/2014/0113/724334.shtml
橱柜台面质量良莠不齐 消费者购买需货比三家,...次产品，也容易导致台面出现裂缝。另外，如果工人师傅安装工艺不规范也会使台面出现裂缝。“目前市场上台面假冒伪劣的现象很多，例如含钙粉台面。质量好的人造石台面每平方米需要几千元，而劣质的台面几百...的石英石台面，大大降低了台面的使用寿命。当然，还有不法商家会在消费者定制橱柜后，上门送货时用假冒伪劣产品代替展厅中的真品。消费者选择橱柜产品质量检测小方法面对上述情况，消费者在选择橱柜产品时，需要货比三家，...,2014-01-14 10:58,http://house.njdaily.cn/2014/0114/725900.shtml
北京命案破案率连续3年内地第一,...10.6%，连续4年保持两位数以上增长，抓获犯罪嫌疑人同比增长13.1%，刑事案件立案同比下降3.6%。2013年，警方加大了对假冒伪劣食品药品案件的打击力度，全年共打掉此类犯罪团伙83个，捣毁产供销窝点309个，查扣假冒伪劣调味品、名酒、保健品、药品等总价值近3亿元人民币。在打击黄赌方面，警方共打掉卖淫嫖娼团伙窝点1600余个，抓获4500余人；查处涉黄娱乐...,2014-01-23 17:19,http://www.njdaily.cn/2014/0123/734705.shtml
沃尔玛被曝特批三无食品进店 背后或存腐败问题,...可能会涉及一些利益交换。“此前一出食品安全问题，有关部门就建议要到信得过的购物地点选购商品”，该人士称，但这些假冒伪劣产品进入知名大超市销售，消费者本身很难具备分辨假冒伪劣的能力。据《京华时报》,2014-01-26 09:31,http://www.njdaily.cn/2014/0126/736678.shtml
别让农村成为问题食品的卸货场,...，到了农村，却被一些人采用降低价格、改换包装名称等手段粉墨登场。由于价格低、卖相好、面子大，假冒伪劣扎堆横行，十里八乡纷纷进货，产生了劣币驱逐良币的负面效应。记者在调查中还发现，由于农村熟人社会的...到了怎样的程度？问题食品横行乡里，再次以触目惊心的事实证明，农村是市场监管最薄弱的一环，也是假冒伪劣商品的重灾区。捍卫“舌尖上的安全”，不仅不能遗忘农村，更应把农村市场作为重中之重，切实为父老乡亲们的...,2014-02-10 08:08,http://www.njdaily.cn/2014/0210/745576.shtml
买车不吃哑巴亏 向4S店“坑爹”装具说NO,...非常高，通常正品车膜（品质较好）的进价只有五六百元，而到贴膜店的售价会高达四五千元，假冒伪劣产品的成本就更加低廉了，即便卖一两千元商家从中赚取的利润也很可观。伪劣的车膜稳定性和透光率都很...产生折射和漫反射，导致驾驶者产生眼疲劳，严重的还会导致发生交通事故，危及车主以及乘客生命安全。目前，赠送、销售假冒伪劣车膜在4S店已经成了行业潜规则，除了一些赠送的车膜（基本都是假的），即便购车者选择花钱贴膜也不...,2014-02-18 10:05,http://www.njdaily.cn/2014/0218/751819.shtml
记者卧底北京一地下水工厂 滤网使用4年未曾换,...“北京福品源饮用水厂”的企业。令人吃惊的是，这家企业和记者在2013年12月30日前后曝光的一家生产假冒伪劣酱油、醋、料酒的调味品企业，仅有一墙之隔。北京福品源饮用水厂位于村北的一条胡同内，厂子的...、派出所等部门组成稽查小组，对该窝点进行了毁灭性的打击。据统计，此次共查抄“麦饭石”、“京洲山泉”两种假冒伪劣桶装水579桶、商标150余个。在该网站公布的图片上，一手点着香烟的李老板正在查抄后的执法...,2014-02-25 14:44,http://www.njdaily.cn/2014/0225/757546.shtml
7500元的“环保家具”熏得孩子直掉泪,...的是物流的强制收费及商家利用虚假宣传误导消费者购物等问题；举报较多的问题是无照经营及销售假冒伪劣产品等。2013年哈市工商、消协共受理咨询、申投诉和举报26672件，全年为消费者挽回经济损失942万元...。2013年哈市受理美容服务类咨询、申投诉占服务类总量的3%，主要问题有：虚假宣传；出售使用假冒伪劣化妆品；无服务资质开设风险服务项目等。·洗染服务类洗衣店弄丢衣服拒赔偿郑女士将一件2000元...,2014-02-26 17:43,http://house.njdaily.cn/2014/0226/758803.shtml
关注“她经济”莫忘“她提醒”,"...不会少。比如先抬价，再打折，玩数学游戏，价格未降，甚至比促销前还贵。线上本就有假冒伪劣“批发市场”之诟，何况还有浑水摸鱼的。如果一见打折就扑将过去，你就上当了。如何避免上当受骗？这一方面...多长心眼，尤其要注意商家信誉度和资质,购物后要索取发票等消费凭证,以便日后维权之需。无论是价格欺诈，还是假冒伪劣，都已突破商业竞争底线，不仅仅是商业伦理道德瑕疵，更是违法，需要法律大棒伺候。然而，消费者毕竟是弱势...",2014-03-05 11:15,http://www.njdaily.cn/2014/0305/766452.shtml
2013江苏网购投诉达1.3万余件 工商发布消费警示,...万元。为此，省工商局专门发出“网络购物警示”，提醒消费者网购需谨慎。一、提高网购防范意识，谨防遭遇假冒伪劣【案情介绍】去年1月份，高邮市朱先生在“天猫商城”一文化用品网店购买了48支派克宝珠笔芯用于零售...、网络经营者不得擅自发送商业信息、不得借助不公平格式合同强制交易等方面。广大消费者在网购中若遭遇假冒伪劣等违法违规情况，可运用该《办法》维护自身合法权益。二、网购生鲜需谨慎，及时维权免损失...,2014-03-12 17:10,http://www.njdaily.cn/2014/0312/774252.shtml
新《消法》来了！你知道怎么维护自身权益吗？ ,...日六个月内发现瑕疵及争议的，由经营者承担有关瑕疵的举证责任。新法规将推动行业规范近几年，家居行业中假冒伪劣产品或不合格服务等问题频出，影响到了整个行业的形象。消费者在维权时，又因为“最终解释权归店家所有”吃了哑巴亏。万家灯火总经理张晶表示，新《消法》加大假冒伪劣商品的赔偿力度，也同时明确霸王条款无效，在保护消费者的同时，也给不良商家更重的惩罚和警示。新《消法...,2014-03-13 10:02,http://house.njdaily.cn/2014/0313/774869.shtml
强硬的监管才是消费者维权的底牌,"...更有尊严”为主题,集中曝光了一批伪劣问题产品。有网友欢呼,“3·15”是我们消费者的盛大节日,它让假冒伪劣在“节”难逃；也有网友质疑“3·15晚会”能否真的解决问题；而遭曝光的问题企业,恐怕业已...央视、企业与消费者之间的一场“三国杀”。不得不说,自1991年创办以来,“3·15晚会”一直都以打击假冒伪劣、维护消费者合法权益、发挥新闻媒体的监督职能为己任。在过去24年中,“3·15晚会”确实践行了...",2014-03-17 15:07,http://www.njdaily.cn/2014/0317/779012.shtml
贾新光：汽车后市场的监管亟待加强,...整机厂不允许零部件商对外销售配件，这已经成为行业的潜规则。由于很难买到原厂纯正部件，导致假冒伪劣配件泛滥。据南京媒体报道，南京市有6万辆机动车逾期未年检，这些到了应该年检的时间却没有到指定...名车主集体投诉某品牌汽车甲醛超标4倍事件，最后成为烂尾新闻。汽车后市场之所以混乱不堪，经营者有恃无恐，假冒伪劣猖獗，最大的问题就是缺乏有效的监管。新消法加大了消费者权益保护力度，应该有利于消费者维权，比如规定...,2014-03-18 15:54,http://www.njdaily.cn/2014/0318/780486.shtml
红木家具企业签署四大自律公约 ,...，在北京家居行业协会红木委员会的倡导下，北京市场多家红木家具企业负责人签署《红木委员会自律公约》，承诺杜绝假冒伪劣、反对低价倾销、提供终身免费服务、禁止不正当手段挖人，推动行业健康发展。北京家居行业协会秘书长刘晨介绍说，该公约针对的是红木行业中的“四大乱象”：第一，以次充好、假冒伪劣；第二，哄抬价格或低价倾销，针对不良商家囤积原料、谎称原料灭绝、资金链断裂、惊慌抛售等行为；第...,2014-03-20 10:58,http://house.njdaily.cn/2014/0320/782595.shtml
中国拟设“专职警”侦查机构侦查食药领域犯罪,...稽查局局长毛振宾分析，案情复杂、涉案金额巨大是它们的第一个特点。其次违法犯罪的行为都是以制售假冒伪劣的食品药品和非法添加有毒有害的物质为主。第三个特点是犯罪分子现在大多是以“黑窝点”、“小作坊”的形式...犯罪案件5000余起，抓获涉案嫌疑人2000余名，打掉犯罪团伙570多个，捣毁窝点1400多个，缴获假冒伪劣食品、药品，折合人民币近6亿元。从2012年至今，广州、上海、青岛、沈阳等地公安机关也相继...,2014-03-29 13:41,http://www.njdaily.cn/2014/0329/792266.shtml
国办：逐步建政府部门权力清单制度 公开运行流程,...依据、条件、程序、数量、期限、需要提交材料目录以及办理情况的信息公开工作。二是推进行政处罚信息公开。加大制售假冒伪劣商品和侵犯知识产权行政处罚案件信息公开力度，除依法需要保护的涉及商业秘密和个人隐私的案件外，对适用一般程序查办的制售假冒伪劣商品和侵犯知识产权行政处罚案件，应当主动公开案件名称、被处罚者姓名或名称，以及主要违法事实和处罚种类、依据、结果...,2014-04-01 15:29,http://www.njdaily.cn/2014/0401/794965.shtml
国务院要求加强信息公开落实 年底前通报结果,...依据、条件、程序、数量、期限、需要提交材料目录以及办理情况的信息公开工作。二是推进行政处罚信息公开。加大制售假冒伪劣商品和侵犯知识产权行政处罚案件信息公开力度，除依法需要保护的涉及商业秘密和个人隐私的案件外，对适用一般程序查办的制售假冒伪劣商品和侵犯知识产权行政处罚案件，应当主动公开案件名称、被处罚者姓名或名称，以及主要违法事实和处罚种类、依据、结果等...,2014-04-01 15:35,http://www.njdaily.cn/2014/0401/794979.shtml
国办：逐步建政府部门权力清单制度 公开运行流程,...依据、条件、程序、数量、期限、需要提交材料目录以及办理情况的信息公开工作。二是推进行政处罚信息公开。加大制售假冒伪劣商品和侵犯知识产权行政处罚案件信息公开力度，除依法需要保护的涉及商业秘密和个人隐私的案件外，对适用一般程序查办的制售假冒伪劣商品和侵犯知识产权行政处罚案件，应当主动公开案件名称、被处罚者姓名或名称，以及主要违法事实和处罚种类、依据、结果...,2014-04-02 06:24,http://www.njdaily.cn/2014/0402/795458.shtml
国办:建立征地信息查询制度 补偿安置可公开查询 ,...指标、整体运行情况、业绩考核结果等信息公开”。此外，昨日的通知还新增了“行政处罚信息公开”内容，要求加大制售假冒伪劣商品和侵犯知识产权行政处罚案件信息公开力度，规定适用一般程序查办的制售假冒伪劣商品和侵犯知识产权行政处罚案件，应主动公开案件名称、被处罚者姓名或名称，以及主要违法事实和处罚种类、依据、结果等。国办：2014年推进政府信息公开要点哪些信息...,2014-04-02 12:00,http://house.njdaily.cn/2014/0402/795729.shtml
官方：部分美容机构非法使用医疗器械 调查取证难,...美容价格现在比较昂贵，特别是一些进口美容医疗器械的产品获利空间比较大，有些是走私，从非法途径购进，有的是假冒伪劣，这类产品往往有些即买即用，国税很少，存在调查难、取证难的情况。国家食品药品监督管理总局...美容价格现在比较昂贵，特别是一些进口美容医疗器械的产品获利空间比较大，有些是走私，从非法途径购进，有的是假冒伪劣，这类产品往往有些即买即用，国税很少，所以存在调查难、取证难的情况。医疗美容机构包括...,2014-04-15 11:18,http://www.njdaily.cn/2014/0415/808891.shtml
新商标法实施在即 多次恶意抢注商标将列入黑名单,...工商总局相关负责人表示，将修订出台一系列配套法规规章，建立商标执法信息共享平台，从6月起向社会公开打击假冒伪劣执法处罚信息。今后，多次恶意抢注商标的，还将列入黑名单进行惩戒。新商标法扩大了商标注册的客体...》将于近期正式出台。国家工商总局副局长刘俊臣表示，按照国务院《关于依法公开侵犯知识产权和制售假冒伪劣商品行政处罚案件信息的意见》，国家工商总局将在今年6月起全面公开相关信息，包括违法的主体、违法...,2014-04-26 09:04,http://www.njdaily.cn/2014/0426/820426.shtml
企业打假农村山寨货 被诉者抱团对抗法院,...帅傅”“娃恰恰”“周住牌”……配上知名品牌“康师傅”“娃哈哈”“雕牌”的类似包装，这些山寨货足以以假乱真。假冒伪劣商品近年来被大量销往农村，迫使维权企业不得不调整“打假”策略，开始上山下乡。受文化水平的限制，一些地区甚至出现被诉者抱团对抗法院的现象。知识产权保护在农村的“无奈”局面亟须得到解决。假冒伪劣“傍”名牌让人很无奈不久前，在浙江嘉兴南湖区一个城乡接合部的小超市里，记者发现一些名为...,2014-04-26 13:34,http://www.njdaily.cn/2014/0426/820502.shtml
企业打假农村山寨货 被诉者抱团对抗法院,...帅傅”“娃恰恰”“周住牌”……配上知名品牌“康师傅”“娃哈哈”“雕牌”的类似包装，这些山寨货足以以假乱真。假冒伪劣商品近年来被大量销往农村，迫使维权企业不得不调整“打假”策略，开始上山下乡。受文化水平的限制，一些地区甚至出现被诉者抱团对抗法院的现象。知识产权保护在农村的“无奈”局面亟须得到解决。假冒伪劣“傍”名牌让人很无奈不久前，在浙江嘉兴南湖区一个城乡接合部的小超市里，记者发现一些名为...,2014-04-26 14:37,http://www.njdaily.cn/2014/0426/820608.shtml
甘肃：涉公共利益公众权益信息要及时公开,...，省政府各部门要及时在本部门门户网站公开本部门目前保留的行政审批项目事项。各级部门要加大制售假冒伪劣商品和侵犯知识产权行政处罚案件信息公开力度，对适用一般程序查办的制售假冒伪劣商品和侵犯知识产权行政处罚案件，要主动公开案件名称、被处罚者姓名或名称，以及主要违法事实和处罚种类、依据、结果等，并及时回应社会关切。“三公”经费...,2014-04-26 14:57,http://www.njdaily.cn/2014/0426/820630.shtml
流动商贩挡道遭市民吐槽 多个部门现场互相推诿,"...得太干净”看到现场同僚在“踢皮球”,市城管执法局法规处负责人急了。他连忙站起来争辩说,流动商贩是个很复杂的问题,有些人是卖盗版光碟的,有些人是卖假冒伪劣产品的,有些人是卖变质食品的。对于假冒伪劣产品工商、公安可以管;对卖盗版光碟的,文化部门可以管;对卖变质食品的,食药监部门可以管。“我想各个部门应该有权有责任去管理流动商贩”。见...",2014-05-16 08:22,http://www.njdaily.cn/2014/0516/838207.shtml
阿里上市时机被雅虎京东倒逼 假货问题或成定时炸弹,...和京东的竞争，还是了结收购雅虎造成的巨债困局，留下的时间都不多了。假货问题成定时炸弹？“假冒伪劣商品或是阿里上市前后的定时炸弹”， 中国电子商务研究中心网络零售部主任莫岱青在接受媒体采访时表示。马云...人次。不过，阿里可以对平台上的假冒现象进行“查处，堵截和引导”，却似乎无法根除它。马云坦陈，假冒伪劣已经成为影响网上交易平台健康发展的毒瘤，“为了打假，要多少钱给多少钱，上不封顶”。5月15日...,2014-05-16 14:04,http://www.njdaily.cn/2014/0516/838830.shtml
南京查处利用微信“朋友圈”兜售假冒钻戒,...，微信营销亟待规范  南报网讯 （记者 邹伟 通讯员 顾颉 王小飞） 微信“朋友圈”成了部分商家销售假冒伪劣商品的新渠道。玄武工商就刚查处了一起利用微信朋友圈兜售假冒蓝色火焰钻戒的案件。“本店新到...的珠宝子品牌，拥有注册商标和专利权，在微信中做广告的这个商家并未经过他们的授权，售卖的都是假冒伪劣商品。工商执法人员调查后发现，该商家销售的钻戒均来自深圳一家批发市场。钻戒其实都是普通钻戒，只是听说...,2014-05-26 08:33,http://www.njdaily.cn/2014/0526/846677.shtml
